-45,-34
-44.994,-33.834
-44.989,-33.667
-44.983,-33.501
-44.977,-33.334
-44.972,-33.168
-44.966,-33.002
-44.96,-32.835
-44.955,-32.669
-44.949,-32.502
-44.943,-32.336
-44.937,-32.17
-44.932,-32.003
-44.926,-31.837
-44.92,-31.67
-44.914,-31.504
-44.909,-31.338
-44.903,-31.171
-44.897,-31.005
-44.891,-30.838
-44.885,-30.672
-44.879,-30.506
-44.874,-30.339
-44.868,-30.173
-44.862,-30.006
-44.856,-29.84
-44.85,-29.674
-44.844,-29.507
-44.838,-29.341
-44.832,-29.175
-44.826,-29.008
-44.82,-28.842
-44.814,-28.675
-44.808,-28.509
-44.802,-28.343
-44.796,-28.176
-44.79,-28.01
-44.784,-27.843
-44.778,-27.677
-44.772,-27.511
-44.766,-27.344
-44.76,-27.178
-44.754,-27.012
-44.747,-26.845
-44.741,-26.679
-44.735,-26.512
-44.729,-26.346
-44.723,-26.18
-44.717,-26.013
-44.71,-25.847
-44.704,-25.68
-44.698,-25.514
-44.692,-25.348
-44.685,-25.181
-44.679,-25.015
-44.673,-24.849
-44.667,-24.682
-44.66,-24.516
-44.654,-24.349
-44.648,-24.183
-44.641,-24.017
-44.635,-23.85
-44.628,-23.684
-44.622,-23.518
-44.616,-23.351
-44.609,-23.185
-44.603,-23.019
-44.596,-22.852
-44.59,-22.686
-44.583,-22.519
-44.577,-22.353
-44.57,-22.187
-44.564,-22.02
-44.557,-21.854
-44.55,-21.688
-44.544,-21.521
-44.537,-21.355
-44.531,-21.189
-44.524,-21.022
-44.517,-20.856
-44.511,-20.689
-44.504,-20.523
-44.497,-20.357
-44.49,-20.19
-44.484,-20.024
-44.477,-19.858
-44.47,-19.691
-44.463,-19.525
-44.457,-19.359
-44.45,-19.192
-44.443,-19.026
-44.436,-18.86
-44.429,-18.693
-44.422,-18.527
-44.415,-18.36
-44.408,-18.194
-44.402,-18.028
-44.395,-17.861
-44.388,-17.695
-44.381,-17.529
-44.374,-17.362
-44.366,-17.196
-44.359,-17.03
-44.352,-16.863
-44.345,-16.697
-44.338,-16.531
-44.331,-16.364
-44.324,-16.198
-44.317,-16.032
-44.309,-15.865
-44.302,-15.699
-44.295,-15.533
-44.288,-15.366
-44.281,-15.2
-44.273,-15.034
-44.266,-14.867
-44.259,-14.701
-44.251,-14.535
-44.244,-14.368
-44.236,-14.202
-44.229,-14.036
-44.222,-13.869
-44.214,-13.703
-44.207,-13.537
-44.199,-13.37
-44.192,-13.204
-44.184,-13.038
-44.177,-12.871
-44.169,-12.705
-44.161,-12.539
-44.154,-12.372
-44.146,-12.206
-44.138,-12.04
-44.131,-11.874
-44.123,-11.707
-44.115,-11.541
-44.107,-11.375
-44.1,-11.208
-44.092,-11.042
-44.084,-10.876
-44.076,-10.709
-44.068,-10.543
-44.06,-10.377
-44.052,-10.21
-44.044,-10.044
-44.036,-9.8778
-44.028,-9.7115
-44.02,-9.5452
-44.012,-9.379
-44.004,-9.2127
-43.996,-9.0464
-43.988,-8.8801
-43.98,-8.7138
-43.972,-8.5475
-43.963,-8.3812
-43.955,-8.2149
-43.947,-8.0486
-43.939,-7.8824
-43.93,-7.7161
-43.922,-7.5498
-43.913,-7.3835
-43.905,-7.2172
-43.897,-7.051
-43.888,-6.8847
-43.88,-6.7184
-43.871,-6.5522
-43.862,-6.3859
-43.854,-6.2196
-43.845,-6.0534
-43.837,-5.8871
