-44.966,-32.751,0.057156,-0.002223
-44.963,-32.674,0.056474,-0.0021911
-44.96,-32.595,0.055761,-0.0021588
-44.957,-32.514,0.055021,-0.0021261
-44.954,-32.43,0.054255,-0.0020932
-44.951,-32.345,0.053467,-0.0020601
-44.948,-32.257,0.052659,-0.0020268
-44.945,-32.167,0.051834,-0.0019934
-44.941,-32.075,0.050993,-0.00196
-44.938,-31.982,0.050138,-0.0019266
-44.934,-31.886,0.049272,-0.0018932
-44.931,-31.788,0.048396,-0.00186
-44.927,-31.688,0.047513,-0.0018268
-44.923,-31.587,0.046623,-0.0017939
-44.919,-31.483,0.045729,-0.0017611
-44.916,-31.378,0.044831,-0.0017286
-44.912,-31.271,0.043932,-0.0016964
-44.908,-31.163,0.043032,-0.0016644
-44.904,-31.052,0.042132,-0.0016327
-44.899,-30.94,0.041234,-0.0016015
-44.895,-30.827,0.04034,-0.0015705
-44.891,-30.711,0.039449,-0.00154
-44.887,-30.595,0.038562,-0.0015098
-44.882,-30.476,0.037681,-0.0014801
-44.878,-30.356,0.036807,-0.0014508
-44.873,-30.235,0.03594,-0.0014219
-44.869,-30.112,0.03508,-0.0013935
-44.864,-29.988,0.034229,-0.0013656
-44.86,-29.863,0.033387,-0.0013381
-44.855,-29.736,0.032554,-0.0013111
-44.85,-29.608,0.031731,-0.0012846
-44.845,-29.479,0.030918,-0.0012587
-44.84,-29.348,0.030117,-0.0012332
-44.835,-29.217,0.029326,-0.0012082
-44.831,-29.084,0.028547,-0.0011837
-44.826,-28.95,0.02778,-0.0011598
-44.82,-28.815,0.027024,-0.0011363
-44.815,-28.679,0.026281,-0.0011134
-44.81,-28.541,0.02555,-0.001091
-44.805,-28.403,0.024832,-0.0010691
-44.8,-28.264,0.024126,-0.0010477
-44.794,-28.124,0.023434,-0.0010268
-44.789,-27.983,0.022754,-0.0010064
-44.784,-27.841,0.022087,-0.00098658
-44.778,-27.698,0.021433,-0.00096722
-44.773,-27.554,0.020792,-0.00094836
-44.768,-27.409,0.020164,-0.00092999
-44.762,-27.264,0.019549,-0.00091211
-44.756,-27.118,0.018947,-0.00089472
-44.751,-26.971,0.018358,-0.00087781
-44.745,-26.823,0.017782,-0.00086138
-44.74,-26.675,0.017219,-0.00084541
-44.734,-26.526,0.016668,-0.00082991
-44.728,-26.376,0.01613,-0.00081487
-44.722,-26.226,0.015605,-0.00080029
-44.717,-26.075,0.015092,-0.00078614
-44.711,-25.923,0.014591,-0.00077244
-44.705,-25.771,0.014103,-0.00075917
-44.699,-25.618,0.013626,-0.00074633
-44.693,-25.465,0.013161,-0.00073391
-44.687,-25.311,0.012708,-0.00072191
-44.681,-25.156,0.012267,-0.0007103
-44.675,-25.002,0.011837,-0.0006991
-44.669,-24.846,0.011418,-0.00068829
-44.663,-24.69,0.01101,-0.00067787
-44.657,-24.534,0.010614,-0.00066782
-44.651,-24.377,0.010228,-0.00065815
-44.645,-24.22,0.009852,-0.00064884
-44.639,-24.063,0.0094868,-0.00063989
-44.633,-23.905,0.0091318,-0.00063129
-44.626,-23.747,0.0087867,-0.00062303
-44.62,-23.588,0.0084514,-0.00061511
-44.614,-23.429,0.0081258,-0.00060752
-44.608,-23.27,0.0078096,-0.00060025
-44.601,-23.11,0.0075026,-0.0005933
-44.595,-22.95,0.0072047,-0.00058666
-44.589,-22.79,0.0069156,-0.00058032
-44.582,-22.629,0.0066351,-0.00057428
-44.576,-22.468,0.0063632,-0.00056853
-44.569,-22.307,0.0060996,-0.00056306
-44.563,-22.146,0.005844,-0.00055787
-44.557,-21.984,0.0055964,-0.00055296
-44.55,-21.822,0.0053566,-0.0005483
-44.544,-21.66,0.0051243,-0.00054391
-44.537,-21.498,0.0048994,-0.00053977
-44.53,-21.335,0.0046817,-0.00053588
-44.524,-21.173,0.004471,-0.00053223
-44.517,-21.01,0.0042672,-0.00052881
-44.511,-20.847,0.00407,-0.00052563
-44.504,-20.683,0.0038794,-0.00052267
-44.497,-20.52,0.0036952,-0.00051993
-44.491,-20.356,0.0035171,-0.00051741
-44.484,-20.193,0.0033451,-0.0005151
-44.477,-20.029,0.0031789,-0.00051299
-44.47,-19.865,0.0030184,-0.00051109
-44.464,-19.7,0.0028635,-0.00050937
-44.457,-19.536,0.002714,-0.00050785
-44.45,-19.371,0.0025697,-0.00050652
-44.443,-19.207,0.0024306,-0.00050537
-44.436,-19.042,0.0022963,-0.0005044
-44.43,-18.877,0.0021669,-0.0005036
-44.423,-18.712,0.0020422,-0.00050297
-44.416,-18.547,0.0019221,-0.0005025
-44.409,-18.382,0.0018064,-0.0005022
-44.402,-18.217,0.0016949,-0.00050206
-44.395,-18.052,0.0015876,-0.00050207
-44.388,-17.886,0.0014843,-0.00050223
-44.381,-17.721,0.0013849,-0.00050254
-44.374,-17.556,0.0012893,-0.00050299
-44.367,-17.39,0.0011974,-0.00050359
-44.36,-17.224,0.0011091,-0.00050432
-44.353,-17.059,0.0010242,-0.00050519
-44.345,-16.893,0.00094255,-0.00050619
-44.338,-16.727,0.0008642,-0.00050732
-44.331,-16.561,0.000789,-0.00050858
-44.324,-16.395,0.00071679,-0.00050996
-44.317,-16.229,0.00064749,-0.00051147
-44.309,-16.063,0.00058105,-0.00051309
-44.302,-15.897,0.00051735,-0.00051483
-44.295,-15.731,0.00045627,-0.00051668
-44.288,-15.565,0.00039775,-0.00051865
-44.28,-15.398,0.00034168,-0.00052073
-44.273,-15.232,0.00028803,-0.00052292
-44.266,-15.066,0.00023666,-0.00052521
-44.258,-14.9,0.0001875,-0.00052761
-44.251,-14.733,0.00014048,-0.00053011
-44.243,-14.567,9.55E-05,-0.00053272
-44.236,-14.401,5.26E-05,-0.00053542
-44.229,-14.234,1.16E-05,-0.00053823
-44.221,-14.068,-2.76E-05,-0.00054113
-44.214,-13.901,-6.50E-05,-0.00054413
-44.206,-13.735,-0.00010064,-0.00054722
-44.199,-13.568,-0.00013464,-0.00055041
-44.191,-13.402,-0.00016707,-0.00055369
-44.183,-13.235,-0.00019795,-0.00055706
