0,0,0,0
-2.1029e-18,2.9225e-18,7.2192e-16,7.4152e-16
-1.9545e-17,2.0674e-17,-5.4961e-16,-3.7586e-16
-2.7158e-17,2.5588e-17,4.6017e-17,-1.9418e-16
-2.766e-17,2.7176e-17,2.7817e-17,3.6455e-16
-4.2551e-17,3.3256e-17,8.8436e-16,6.7615e-16
-6.6016e-17,4.211e-17,1.6441e-14,9.972e-15
-4.94e-16,7.0985e-16,4.923e-12,3.0121e-12
-1.1641e-13,1.9016e-13,1.3678e-09,8.3663e-10
-1.6134e-13,2.6356e-13,1.8721e-09,1.1452e-09
-4.9858e-14,8.1365e-14,5.2889e-10,3.2351e-10
-5.1972e-14,8.491e-14,5.4346e-10,3.3243e-10
-5.8285e-14,9.5292e-14,6.1694e-10,3.7737e-10
-6.566e-14,1.0739e-13,7.0048e-10,4.2847e-10
-7.7553e-14,1.2687e-13,8.4339e-10,5.1588e-10
-9.1198e-14,1.4919e-13,1.0046e-09,6.1449e-10
-1.1524e-13,1.8853e-13,1.2901e-09,7.891e-10
-1.5207e-13,2.4892e-13,1.7157e-09,1.0495e-09
-1.9985e-13,3.2729e-13,2.2705e-09,1.3888e-09
-5.9377e-14,9.7939e-14,6.1216e-10,3.7445e-10
-6.298e-14,1.0403e-13,6.5354e-10,3.9976e-10
-7.2797e-14,1.2015e-13,7.7144e-10,4.7188e-10
-8.4097e-14,1.3864e-13,9.0611e-10,5.5425e-10
-1.0397e-13,1.7112e-13,1.143e-09,6.9918e-10
-1.2801e-13,2.1045e-13,1.4278e-09,8.7337e-10
-1.7109e-13,2.8088e-13,1.9364e-09,1.1845e-09
-2.4014e-13,3.9387e-13,2.7457e-09,1.6795e-09
-3.4024e-13,5.5765e-13,3.9184e-09,2.3968e-09
-4.5902e-13,7.5202e-13,5.3104e-09,3.2483e-09
-2.079e-13,3.4168e-13,2.3526e-09,1.439e-09
-2.4495e-14,4.2027e-14,1.9187e-10,1.1736e-10
-3.7263e-14,6.2924e-14,3.4317e-10,2.0991e-10
-1.0978e-13,1.8145e-13,1.1999e-09,7.3395e-10
-1.4284e-13,2.355e-13,1.5897e-09,9.7241e-10
-1.9563e-13,3.2181e-13,2.2116e-09,1.3528e-09
-2.7677e-13,4.5454e-13,3.1642e-09,1.9355e-09
-3.9164e-13,6.4246e-13,4.5123e-09,2.7601e-09
-5.3015e-13,8.6901e-13,6.1377e-09,3.7543e-09
-6.4561e-13,1.0579e-12,7.4912e-09,4.5822e-09
-1.0125e-13,1.6807e-13,1.0879e-09,6.6542e-10
-1.2868e-13,2.1295e-13,1.4107e-09,8.629e-10
-1.7215e-13,2.8409e-13,1.9191e-09,1.1739e-09
-2.3556e-13,3.8788e-13,2.6607e-09,1.6275e-09
-3.2218e-13,5.2961e-13,3.6755e-09,2.2482e-09
-4.3816e-13,7.1932e-13,5.036e-09,3.0804e-09
-5.8619e-13,9.6142e-13,6.7737e-09,4.1433e-09
-7.3642e-13,1.2071e-12,8.5367e-09,5.2218e-09
-2.8678e-13,4.7214e-13,3.2455e-09,1.9852e-09
-3.7991e-14,6.5517e-14,3.1671e-10,1.9373e-10
-4.1339e-14,7.0902e-14,3.5927e-10,2.1976e-10
-4.1543e-14,7.1055e-14,3.6788e-10,2.2503e-10
-4.6891e-14,7.9539e-14,4.3984e-10,2.6904e-10
-4.7916e-14,8.0965e-14,4.6115e-10,2.8208e-10
-5.267e-14,8.8489e-14,5.2645e-10,3.2202e-10
-5.6807e-14,9.5013e-14,5.8375e-10,3.5707e-10
-6.2901e-14,1.0474e-13,6.6374e-10,4.06e-10
-7.2563e-14,1.2034e-13,7.8499e-10,4.8016e-10
-8.3871e-14,1.3864e-13,9.2495e-10,5.6578e-10
